but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
1576;BUT Pornic : SAV inexistant et un vrai mépris du client;"Canapé d'angle arrivé coupé, une longue coupure nette et visible.C'était un modèle d'expo, en très bon état dans le magasin.Nous avons immédiatement appelé, et le gestionnaire du But de Pornic, ferme et définitif, nous a littéralement accusés en disant qu'elle avait été effectuée avec un cutter chez nous (?! nous n'avons pas de cutter!), un diagnostic effectué sur de simples photos!A aucun moment, il n'a envisagé une quelconque responsabilité de BUT, sans pour autant pouvoir le prouver, faisant ainsi fi de la GLC. Or, entre l'achat (20 septembre) et la récupération du canapé (28 septembre), il y a eu, à BUT: - le temps d'attente dans le magasin - la séparation du canapé en deux parties - la modification du canapé/méridienne (sans demande de notre part)- la mise sous cellophane - le transport à l'entrepôt - le stockage dans l'entrepôt, à l'air libre.Il a été mis dans le camion loué chez BUT, sans que nous puissions nous assurer de son bon état.Certaines parties du tissu étaient apparentes et le personnel de l'entrepôt nous a informés que certains pieds demandaient à être resserrés.Le gérant n'a envisagé ni échange, ni réparation. Seule proposition de sa part : acheter un canapé neuf, sous 3 jours à 900€ ou garder le déchiré, payé 750€!Le couteau sous la gorge, on a accepté.Au final :- un canapé neuf acheté au prix du neuf, sans choix de couleur;- emballé, donc à monter soi-même (on voulait un modèle d'expo du fait d'un handicap bien visible);- une obligation de ramener l'ancien;- un élément tombé au moment du chargement, qu'ils sont venus chercher à domicile à 20h le soir (ils vont certainement le remettre en vente à prix cassé!)Le plus drôle étant que, quand on a demandé ce que comprenait la garantie du neuf, il y a ""l'assise"" et qu'il suffira de faire un essai en appuyant dessus avec un balai !!!Résultat pour nous : double du budget prévu, délai de 3 semaines entre l'achat et l'installation et insultes de la part du gérant !Alors qu'au final, c'est lui qui aura bien profité de la situation.C'est littéralement du vol !";2024-09-20 10:28:41;Trustpilot;3.18;Expérience e-commerce, Montage et installation, Qualité produit, Expérience en magasin, Service et SAV
1577;Achat meuble TV vandea;Achat meuble TV vandea code 8600608404594. Tiendra 6 mois pas plus, de très mauvaise qualité pour le prix. Des trous partout dans les portes intérieures alors qu'ils ne servent pas. Les charnières se plient sous la pression la porte est branlante. Très très déçue dernier achat chez vous !!;2024-10-17 10:28:41;Trustpilot;0.95;Qualité produit
1578;Garantis;Bonjour, Je confirme que leur garantie et service après vente son complément inacceptable, lamentable et nous laisse tranquillement dans la m.... !!!!Après avoir acheté une machine à laver avec une garantie de 5ans, la machine tombe en panne à 1 an. Le service après vente commande une pièce sans même savoir le problème... Rdv pour changer la pièce un mois après la panne avec le linge coincé dedans a pourrir, le jour même rdv annulé ( après avoir prit une journée du travail) reprend un rdv 1 mois et demi après, bim rebelote rdv annulé. On paye Intermarché pour lavé notre linge !! Et ils s'en foutent, il veulent même pas changer la machine, rembourser le linge... Inacceptable;2024-09-16 10:28:42;Trustpilot;0.55;Qualité produit, Service et SAV
1579;N’acceptez pas La carte BUT!!!!!;Leur service client est quasiment inexistant. Il faut appeler une vingtaine de fois par jour pour enfin tomber sur un vendeur qui décroche avec un ton exécrable, comme s’il détestait son boulot. En plus, ils induisent les clients en erreur en les poussant à demander une “carte BUT” soi-disant gratuite avec des bons d’achat, alors qu’en réalité, c’est une carte de crédit que vous n’avez jamais demandée ! N’acceptez surtout pas leur offre ! C’est un piège pour te faire payer plus !!!!;2024-10-04 10:28:42;Trustpilot;0.62;Service et SAV, Financement et promotions
1580;mauvaise expérience;Une offre a été proposée sur un produit, avec des démarches à suivre que nous avons réalisées et qui ont bien été prises en compte par le site. Toutefois, je n'ai jamais reçu les réductions promises. Après avoir réclamé, l'offre m'a été envoyée une fois expirée, avec une justification rejetant la faute sur nous. Très déçu également par la qualité du service après-vente.;2024-10-10 10:28:42;Trustpilot;2.33;Financement et promotions, Expérience e-commerce, Qualité produit, Service et SAV
1581;Dérangement de livraison avant l'heure;Dérangement de livraison avant l'heure, manque des outils pour démonter l'ancien meuble trop de dérangement au voisinage;2024-10-15 10:28:42;Trustpilot;3.42;Montage et installation, Service et SAV
1582;Achat d'une armoire en ligne;Achat d'une armoire en ligne, à la livraison le paquet et le meuble sont abîmés. Je refuse le colis. Après quelques semaines on me relivre... Le même colis abîmé !;2024-10-15 10:28:42;Trustpilot;1.17;Qualité produit, Expérience e-commerce, Service et SAV
1583;Une étoile parce qu’il n’y a pas 0…;Une étoile parce qu’il n’y a pas 0 étoiles . J’ai fait un achat le 15 octobre 2024 d’un lave vaisselle et sur l’annonce c’était écrier lave vaisselle intégrable et je n’ai pas percuté que c’était la même chose qu’un encastrable. Donc je rappelle But et je leur explique et ils me disent rapportez le et on verra si on vous le reprend . On arrive chez but ils me disent on vous le reprend mais on déduit 50€ car vous n’avez pas rapporté les polystyrènes qui étaient autour … 😮😳 .Je regrette vraiment de ne pas être allé chez électro dépôt dès le départ . Pour moi But c’est fini fini . Le lave-vaisselle n’avait même pas été mis en route, on avait juste enlevé le carton et on l’a ramené tout de suite. Il a même pas eu le temps de rester deux minutes à mon domicile. Et Qu’ils ne me disent pas cest Comme ça . Dans leur benne, ils ont plein de polystyrène mais ils m’ont pris 50 € pour moi c’est des voleurs et je le dis encore c’est des voleurs . En tout cas pour moi but c’est fini j’irais direct chez electro dépôt .;2024-10-15 10:28:42;Trustpilot;1.28;Service et SAV
1584;Très satisfaits de notre achat chez But…;Très satisfaits de notre achat chez But Nogent le Rotrou 28 d'un réfrigérateur américain : Haier. Excellent service livraison;2024-10-15 10:28:42;Trustpilot;9.25;Service et SAV, Qualité produit
1585;Politique crapuleuse;L'idée ici, c'est de dénoncer la politique générale du magasin qui fait tout pour pousser à l'achat, pour manipuler et tromper les clients. Belle façade, belle pointe de l'iceberg, mais le fond est véreux. On nous fait croire qu'on adhère à la carte du magasin, comme tout magasin, puis une fois signé, on se rend compte que c'est pour un compte bancaire avec carte de crédit. Joli mensonge.On nous fait croire qu'on reçoit des bons d'achat intéressants, sans voir écrit tout en bas et tout petit que ça fonctionne que sur un achat à prix élevé et uniquement sur certains produits. Joli piège...J'en passe...Mais attention, cette politique sournoise et trompeuse va finir par porter de mauvais fruits... Bon courage ! ☺;2024-09-25 10:28:42;Trustpilot;3.16;Financement et promotions
1586;SAV pour congélateur neuf;Bonjour, Habituellement je vais voir les avis sur les vendeurs mais pas sur le SAV , cela me servira de leçon !Ayant acheté un congélateur bahut chez BUT Dijon Marsannay la Côte 21160 3 jours après la serrure de ce congélateur casse !J'appelle le SAV Dijon et  oh surprise je suis diriger sur un SAV dans le midi de la France ...trouver l'erreur !Je patiente et après ...taper 1 2 3 et on recommence 3fois , je fini par avoir une personne qui me répond ... vous allez avoir un RV par SMS que je reçois au bout de 4 jours pour le 15 octobre ( vous avez bien vu , le 15 10 24), si cela me convient pas ,téléphoner au SAV !!! Trouvé encore l'erreur , c'est moi , qui dois me mettre a leur disposition !!!!Ce matin le 14 octobre je reçois un SMS comme quoi mon RV est annulé , là , ils dépassent les bornes et  à nouveau c'est à moi d'appeler , là je suis en colère pour rester poli sinon je vais être censuré ... donc après 3/4 h à nouveau de taper  1 2 3 pour avoir ENFIN une personne pour me répondre , on me dit désolé le technicien est malade donc pas de réparation AVANT le 12 décembre ...donc si je compte bien 3 mois pour une réparation !!!J'espère qu'il ne sera pas malade de nouveau ( bon rétablissement Mr )... au fait , il y a qu'un réparateur dans cet établissement ????????Bravo , super , le SAV but qui est fait au passage par la société ( SFG service ) j'ose espérer  qu'ils ne sont pas implanté à l'étranger ?????Je ne remercie pas BUT pour le manque de sérieux !!!!!!!!C'est la dernière fois que je j'achète chez eux comme ils sont incapables de faire le SAV.Je sais qu'il en auront rien à faire , mais j'ai donné mon ressenti !Mais allez voir tous les avis sur But , c'est incroyable.Cordialement à tous .Dominique Février;2024-08-31 10:28:42;Trustpilot;4.13;Expérience e-commerce, Service et SAV
1587;Réclamation concernant le balai vapeur;Réclamation concernant le balai vapeur : impossible à réparer, donc retour. Ils refusent d'effectuer un remboursement et n'ont plus de balais en stock. Le bon qu'ils proposent n'est pas utilisable en ligne, donc maintenant je n'ai ni balai ni remboursement, seulement une carte qui m'oblige à faire un autre achat chez eux dans l'année. Un véritable scandale.;2024-10-14 10:28:42;Trustpilot;1;Qualité produit, Service et SAV, Expérience e-commerce
1588;très bon produit;;2025-02-10 10:28:42;Trustpilot;;
1589;Achat le 21 mai et aucune livraison.;J ai acheté le 21 mai le canapé  douglas .livraison prévu pour 15  septembre .à l heure d aujourd'hui un nouveau mail me disant que sa seras pas avant  fin octobre .5 mois pour un canapé il faut pas exagéré..( payé bien sûr)Très très déçu .je ne ferai certainement pas de publicité pour le nouveau but englos .;2024-10-13 10:28:42;Trustpilot;2;Service et SAV, Expérience e-commerce
1590;Bon rapport Qalité/PrixProduit d'un bon rapport Qualité/Prix…;Produit d'un bon rapport Qualité/Prix et service de Livraison (Commande, suivi et Facturation au top) d'un bon niveau.;2024-10-07 10:28:42;Trustpilot;8.38;Qualité produit, Expérience e-commerce
1591;Parfait je recommande;Parfait je recommande;2024-10-02 10:28:42;Trustpilot;9.2;
1592;J’ai acheté une machine à laver chez…;J’ai acheté une machine à laver chez eux, après 1 an et demi le joint est parti seul durant une machine (c’est bien la première fois que je vois ça). Depuis 2 semaines je bataille avec le SAV qui ne rappelle jamais de lui même. Hier, on m’a enfin proposé une date de réparation pour ma machine (encore sous garantie) dans 1 mois. On m’a proposé 2 jours sur lesquels je ne suis pas chez moi, quand je l’ai annoncé on m’a dit que c’était ça où rien et que si les dates ne m’allaient pas je n’avais qu’à rappeler. À ce stade, je pense que ce serait plus rapide si on me rembourse le prix de la machine et qu’en j’en rachète une neuve ailleurs…;2024-10-13 10:28:42;Trustpilot;2.4;Service et SAV, Qualité produit
1593;Meuble bas de gamme;J ai acheté une table basse BUT.Celle ci une fois montée  s est rrévélée pleine.de défaut et le plus voyant sur le devant du tiroir .Après la.premiere réclamation, on m à répondu que c était du bois blanchi donc c était normal, on m à dit de la ramener au magasin alors que j ai mis 4h à la monter et 30km pour aller la chercher. La 2ème réclamation avec photos a l appuie distinguant bien les trous noirs de défaut de peinture est restée sans réponse ni aucun geste commercial.;2024-10-02 10:28:42;Trustpilot;1.57;Service et SAV, Montage et installation, Qualité produit
1594;Toujours très satisfait;Toujours très satisfait de l'équipe, du service et des produits achetés :);2024-10-09 10:28:42;Trustpilot;9.33;Expérience en magasin
1595;Dans l'attente d'un lit qui devait…;Dans l'attente d'un lit qui devait arriver sous 5 jours puis 3 semaines... et encore Le lit est en vente sur le site, mais lorsque j'appelle on me dit qu'il n'est plus en stock, la date de livraison est reculée d'une semaine, puis encore d'une semainepas de suivi de commande, pas d'informations par mail ou espace client, rien PAs de solution de remboursement immédiat pour acheter un nouveau lit j'attends indéfiniment que mon lit arrive ou un remboursement sous 14 JOURS?? Pour me débiter le montant de mon lit sur mon compte ce fut immédiat;2024-10-11 10:28:43;Trustpilot;2.09;Service et SAV, Expérience e-commerce
